,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000,decade
60920,tt1692235,A Cadaver Christmas,A Cadaver Christmas,2011,4/2/2011,"Comedy, Horror",85,USA,English,Joe Zerull,"Daniel Rairdin-Hale, Hanlon Smith-Dorsey",NA,"Daniel Rairdin-Hale, Hanlon Smith-Dorsey, Yosh Hayashi, Ben Hopkins, Jessica Denney, Andrew Ryan Harvey, Michael Kennedy, Mark Weitzel, Matt Cox, Megan Cox, Sarah Garvey, Bob Zerull, Rusty K. Koll, Lisa Kahn, Jim Leichsenring","United by terrifying and bizarre circumstances, the janitor, the drunk, the bartender, the cop, his perp, and the student security guard must fight to undo the professor's work. A dark ...",4.7,707,NA,NA,NA,NA,14,17,4.7,60.25651,470,2010 - 2020
27918,tt0109366,A Caixa,A Caixa,1994,11/18/1994,"Comedy, Drama",93,"Portugal, France",Portuguese,Manoel de Oliveira,"Prista Monteiro, Manoel de Oliveira",Madragoa Filmes,"Lu‡≠s Miguel Cintra, Glic‡≠nia Quartin, Ruy de Carvalho, Beatriz Batarda, Diogo DÛria, Isabel Ruth, Filipe Cochofel, Sofia Alves, Mestre Duarte Costa, Paula Seabra, Miguel Guilherme, AntÛnio Fonseca, RogÈrio Samora, Tiago Henriques, Gilberto GonÁalves",Stories of various individuals living in a poor district of Lisbon are intertwined with the sad life of a blind street vendor whose only means of support is his elm box.,6.9,378,NA,NA,NA,NA,3,NA,6.9,94.65978,690,1990 - 2000
70345,tt3211400,A cambio de nada,A cambio de nada,2015,5/8/2015,Drama,93,Spain,Spanish,Daniel Guzm·n,Daniel Guzm·n,A Cambio de Nada,"Miguel Herr·n, Antonio Bachiller, Antonia Guzm·n, Felipe Garc‡≠a VÈlez, Luis Tosar, Mar‡≠a Miguel, Miguel Rell·n, Adelfa Calvo, Patricia Santos, Iris Alp·Òez, Fernando Albizu, Manolo Caro, Assilk Marenoff, Lara Sajen, ‡Ålex Barahona","16 year-old Dario got away from home, running from his familiar hell. Luismi, his unconditional friend, Caralimpia, a poor loser in a winners suit and Antonia, an old lady who collects ...",6.5,2230,NA,NA,"$633,906 ",NA,4,14,6.5,91.82886,650,2010 - 2020
73787,tt4125568,A CanÁ„o de Lisboa,A CanÁ„o de Lisboa,2016,7/14/2016,"Comedy, Musical, Romance",110,Portugal,Portuguese,Pedro Varela,"JosÈ Cottinelli Telmo, Pedro Varela",Skydreams Entertainment,"CÈsar Mour„o, Luana Martau, Miguel Guilherme, Marcus Majella, Maria Vieira, S„o JosÈ Lapa, Carla Vasconcelos, Dinarte de Freitas, Dmitry Bogomolov, Ruy de Carvalho, Nuria Menc‡≠a, Jani Zhao, AntÛnio Dur„es, Rita Lello, David Chan Cordeiro","How happy and proud they are those two ladies back in Oporto! Thanks to them, their bright nephew can study medicine in Lisbon and may already have become a doctor. Little do they know, not...",6.1,682,EUR 1000000,NA,"$1,055,809 ",NA,3,5,6.1,85.78963,610,2010 - 2020
1514,tt0023871,La Canzone di Lisbona,A CanÁ„o de Lisboa,1933,11/7/1933,"Comedy, Musical",85,Portugal,Portuguese,JosÈ Cottinelli Telmo,JosÈ Cottinelli Telmo,Tobis Portuguesa,"Vasco Santana, Beatriz Costa, AntÛnio Silva, Teresa Gomes, Sof‡≠a Santos, Alfredo Silva, Ana Mar‡≠a, Manoel de Oliveira, Eduardo Fernandes, Silvestre Alegrim, Manuel Santos Carvalho, Henrique Alves, Artur Rodrigues, J˙lia da AssunÁ„o, Maria Albertina","After flunking in medical school, the young and bohemian Vasco need to trick his aunts, the main financers of his studies, preventing them to know that he is not a doctor.",7.7,1299,PTE 870000,NA,NA,NA,6,2,7.7,108.247017,770,1930 - 1940
4675,tt0036695,Un racconto di Canterbury,A Canterbury Tale,1944,8/21/1944,"Comedy, Drama, Mystery",124,UK,English,"Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger",The Archers,"Eric Portman, Sheila Sim, Dennis Price, John Sweet, Esmond Knight, Charles Hawtrey, Hay Petrie, George Merritt, Edward Rigby, Freda Jackson, Betty Jardine, Eliot Makeham, Harvey Golden, Leonard Smith, James Tamsitt",Three modern day pilgrims investigate a bizarre crime in a small town on the way to Canterbury.,7.5,4920,"$650,000 ",NA,NA,NA,67,30,7.5,103.3553025,750,1940 - 1950
77149,tt5231116,A Capital dos Mortos 2: Mundo Morto,A Capital dos Mortos 2: Mundo Morto,2015,5/17/2015,"Drama, Horror",71,Brazil,Portuguese,Tiago Belotti,"Tiago Belotti, Rodrigo Luiz Martins",Esmero Filmes,"Lorena Aloli, JosÈ de Campos, Tiago Esmeraldo, Gino Evangelisti, Rany Fontelene, Morgana Santos Gama, Ana Flavia Garcia, Renata Helena, Nobu Kahi, Mar‡≠lia Mangueira, Rodrigo Luiz Martins, Gustavo Serrate, Jazz Vasconcellos","Five years after the events of """"The Capital of the Dead"""", Lucas joins forces with the traumatized Denise. Together they attempt to keep their sanity while fighting off the undead in a world where zombies are not the most dangerous beings.",6.2,112,BRL 5000,NA,NA,NA,NA,3,6.2,87.3342,620,2010 - 2020
46919,tt0442940,A Cara que Mereces,A Cara que Mereces,2004,3/24/2005,"Comedy, Fantasy",108,Portugal,Portuguese,Miguel Gomes,"Telmo Churro, Miguel Gomes",O Som e a F˙ria,"JosÈ Airosa, Gracinda Nave, Sara GraÁa, Miguel Barroso, Jo„o Nicolau, Ricardo Gross, Rui Catal„o, AntÛnio Pedro Figueiredo, Manuel Mozos, Carloto Cotta, Pedro Caldas, Jo„o Pedro BÈnard, Francisco Hestnes","Francisco, behave! I Know it's your birthday, you are thirty now, it's carnival, you've dressed as a cowboy for the school party and you are surrounded by kids you hate. But that's no ...",6.1,346,NA,NA,NA,NA,3,5,6.1,89.80218,610,2000 - 2010
45097,tt0398838,A Cartomante,A Cartomante,2004,1/30/2004,Drama,90,Brazil,Portuguese,"Wagner de Assis, Pablo Uranga","Laura Malin, Pablo Uranga",CinÈtica Filmes e ProduÁ‡µes,"Deborah Secco, Luigi Baricelli, Ilya S„o Paulo, S‡≠lvia Pfeifer, Ronnie Marruda, Cristiane Alves, Giovanna Antonelli, Silvio Guindane, Mel Lisboa, Sabrina Sato","Rita is about to marry a wealthy physician, Dr. Augusto Vilela. One night, Vilela's best friend, Camilo, is brought to the hospital, dying from an overdose. Vilela saves his life and ...",3.7,162,NA,NA,NA,NA,3,2,3.7,47.67404,370,2000 - 2010
30463,tt0118823,Namai,A Casa,1997,10/1/1997,Drama,120,"Lithuania, Portugal, France","French, Lithuanian, French Sign Language",Sharunas Bartas,"Sharunas Bartas, Yekaterina Golubeva",Centre National de la CinÈmatographie (CNC),"Francisco Nascimento, Valeria Bruni Tedeschi, Alex Descas, Leos Carax, Oksana Chernych, Viktorija Nareiko, Eugenija Sulgaite, Leonardas Zelcius, Egle Kuckaite, Greta Sapkaite, Evinij Jankelevic, Aloyzas Mongirdas, Atanas Cereska, Marija Olsauskaite, Ingrida Kucinskaite","A ramshackle mansion in the woods: individuals of all type, age and condition eat, roam or rest inside. But always in strict silence.",7.1,484,NA,NA,NA,NA,2,5,7.1,99.77097,710,1990 - 2000
52051,tt0984175,A Casa de Alice,A Casa de Alice,2007,11/15/2007,Drama,92,Brazil,Portuguese,Chico Teixeira,Chico Teixeira,Superfilmes,"Carla Ribas, Berta Zemel, Vinicius Zinn, Ricardo VilaÁa, Felipe Massuia, ZÈcarlos Machado, Renata Zhaneta, Luciano Quirino, Mariana Leighton, Dirce Couto, Jorge Cerruti, Talita Craveiro, Elias Andreato, Claudio Jaborandy, C‡≠cero Augusto","Alice, married for the last 20 years to a taxi driver, works in a beauty parlour, has three children, the eldest of whom is doing his military service, and a mother who works as a maid in ...",6.9,602,NA,"$61,822 ","$193,531 ",67,4,32,6.9,99.86016,690,2000 - 2010
49933,tt0799911,A casa nostra,A casa nostra,2006,11/3/2006,Drama,102,Italy,"Italian, Romanian",Francesca Comencini,"Franco Bernini, Francesca Comencini",Bianca Film,"Valeria Golino, Luca Zingaretti, Giuseppe Battiston, Laura Chiatti, Luca Argentero, Teco Celio, Bebo Storti, Fabio Ghidoni, Valentina Lodovini, Cristina Suciu, Teresa Acerbis, Elena Maria Bellini, Marta Lina Comerio, Antonello Annunziata, Giulio Baraldi",Ugo (Luca Zingaretti) is a crooked banker with a shifty hand for finances. Rita (Valeria Golino) is a by-the-books finance officer determined to bring Ugo to justice.,6.2,398,EUR 3000000,NA,"$1,066,502 ",NA,4,9,6.2,85.584,620,2000 - 2010
81843,tt7105944,A casa tutti bene,A casa tutti bene,2018,2/14/2018,"Comedy, Drama, Romance",105,Italy,Italian,Gabriele Muccino,"Gabriele Muccino, Gabriele Muccino",Lotus Production,"Stefano Accorsi, Carolina Crescentini, Elena Cucci, Pierfrancesco Favino, Claudia Gerini, Massimo Ghini, Sabrina Impacciatore, Gianfelice Imparato, Ivano Marescotti, Giulia Michelini, Sandra Milo, Giampaolo Morelli, Stefania Sandrelli, Valeria Solarino, Gianmarco Tognazzi","A big family that like any other one includes relatives that see each other often and others that rarely meet, reunite to celebrate the 50th wedding anniversary of grandma Alba and grandpa ...",5.9,2222,EUR 7500000,NA,"$11,740,817 ",NA,8,33,5.9,82.38019,590,2010 - 2020
23785,tt0094844,Inferno in Vietnam,A Case of Honor,1989,5/1/1989,"Action, Drama, War",89,Philippines,English,Eddie Romero,"John Trayne, William Hellinger",Eastern Film Management Corporation,"Timothy Bottoms, John Phillip Law, Candy Raymond, Nick Nicholson, Steve Rogers, Brent Venables, Jeff Griffith, Lucien Van, Nigel Hogge, Ben Leeman, Robert Marius, Jenny Varga, Annabelle Roa, Marilyn Bautista, Aleli Abadilla",Filipino actor Eddie Romero directs this arresting drama set during the Vietnam War. A handful of prisoners escape their captors but have to make their way through the thicket of the Vietnamese jungle.,3.9,105,NA,NA,NA,NA,1,NA,3.9,56.60324,390,1980 - 1990
62247,tt1817081,Una rete di bugie,A Case of You,2013,2/13/2014,"Comedy, Romance",89,USA,English,Kat Coiro,"Christian Long, Justin Long",Lagniappe Films,"Justin Long, Keir O'Donnell, Evan Rachel Wood, Gideon Glick, Sienna Miller, Mizuo Peck, Peter Dinklage, Busy Philipps, Sam Rockwell, Vince Vaughn, Adam Johnson, Jee Young Han, Jenn Harris, Demosthenes Chrysan, Lynn Cohen","A young writer tries to impress a girl he meets online with an embellished profile, but he finds himself in a real mess when she falls for him and he has to keep up the act.",5.6,11151,NA,"$4,187 ","$116,559 ",38,31,33,5.6,78.82044,560,2010 - 2020
84865,tt8903294,¿ cause des filles..?,¿ cause des filles..?,2019,1/30/2019,Comedy,96,France,French,Pascal Thomas,"Nathalie Lafaurie, Nathalie Lafaurie",PM SA,"JosÈ Garcia, ValÈrie Decobert-Koretzky, Elisa Alessandro, Rossy de Palma, FranÁois Morel, Barbara Schulz, Arthur Teboul, Audrey Fleurot, Louis-Do de Lencquesaing, Pierre Richard, Marie-AgnËs Gillot, Bernard Menez, Sophie Mounicot, Tina Sportolaro, IrËne Jacob",A comedy of characters on the theme of seduction and the eternal misunderstanding between the sexes.,5,132,NA,NA,"$106,143 ",NA,1,1,5,71.1512,500,2010 - 2020
11357,tt0056731,Il diavolo sotto le vesti,"¿ cause, ‡† cause d'une femme",1963,4/17/1963,"Comedy, Crime",116,France,French,Michel Deville,"Nina Companeez, Michel Deville",ElÈfilm,"Jacques Charrier, MylËne Demongeot, Juliette Mayniel, Marie LaforÍt, Jill Haworth, Odile Versois, Roland Dubillard, Louis Velle, Maurice Garrel, Michel Puterflam, Helmut Griem, Yvonne Monlaur, RenÈ AliÈ, FranÁoise AliÈ, Guy Revaldy",A womanizing young man is unjustly accused of murder by one of his feminine conquests while two of his other lovers aid him in proving his innocence.,6.6,126,NA,NA,NA,NA,1,NA,6.6,94.3864499,660,1960 - 1970
10581,tt0054586,A cavallo della tigre,A cavallo della tigre,1961,12/20/1961,"Comedy, Drama",109,Italy,Italian,Luigi Comencini,"Agenore Incrocci, Furio Scarpelli",Film 5,"Nino Manfredi, Mario Adorf, Valeria Moriconi, Gian Maria VolontË, Raymond BussiËres, Luciana Buzzanca, Ferruccio De Ceresa, Vincenzo Fortunati, Ferdinando Gerra, Franco Giacobini, Franco Moruzzi","An inept thief wants to escape prison and return to his family, but two of his prison mates also want out.",7.2,286,NA,NA,NA,NA,2,4,7.2,100.8822122,720,1960 - 1970
41602,tt0312320,A cavallo della tigre,A cavallo della tigre,2002,11/8/2002,Comedy,98,Italy,Italian,Carlo Mazzacurati,"Franco Bernini, Carlo Mazzacurati",Rodeo Drive,"Fabrizio Bentivoglio, Tuncel Kurtiz, Paola Cortellesi, Rafik Boubker, Roberto Citran, Marco Messeri, Manrico Gammarota, Marco Paolini, Sergio Grossini","Riding the Tiger is a haunting evocation of the hubris, despair and devastation of the American war in Vietnam. Archival film and footage of a B-52 graveyard are combined with the voices of GIs, Vietnamese villagers, and journalists.",5.4,146,NA,NA,"$103,704 ",NA,1,NA,5.4,70.17495,540,2000 - 2010
45285,tt0403347,¿ ce soir,¿ ce soir,2004,9/14/2005,Drama,99,France,French,Laure Duthilleul,"Laure Duthilleul, Jean-Pol Fargeau",Marie-AmÈlie Productions,"Sophie Marceau, Antoine Chappey, Fabio Zenoni, GÈrald Laroche, PÙme Auzier, Jonas Capelier, Louis Lubat, Clotilde Hesme, Agathe Dronne, SÈbastien Derlich, Marie Lubat, Jeanette Duprat, Catherine Davenier, Martin Lartigue, Lise LamÈtrie","The four days following the death of a small town doctor, seen through the eyes of Nelly, his wife, a nurse.",5,153,NA,NA,NA,NA,1,2,5,68.79831,500,2000 - 2010
69038,tt2909476,A Certain Justice,A Certain Justice,2014,7/4/2014,"Action, Drama",96,USA,English,"Giorgio Serafini, James Coyne",James Coyne,Hollywood Media Bridge,"Cung Le, Dolph Lundgren, Vinnie Jones, Gianni Capaldi, Briana Evigan, James C. Burns, Robert LaSardo, Jonathan Kowalsky, Jake Jacobson, Scott Sheeley, Hanley Chan, Haydee Bonilla, Rowan Crowe, Donald DeNoyer, Charles Steven Dur·n","John returns to LA with PTSD from duty in Iraq. 4 guys are beating a hooker outside his home. He acts, leaving 2 dead and 2 hurt. Their gangster boss escalates things.",4.3,1237,NA,NA,NA,NA,20,23,4.3,64.35493,430,2010 - 2020
82547,tt7431040,A Certain Kind of Silence,A Certain Kind of Silence,2019,11/29/2019,Drama,96,"Czech Republic, Netherlands, Latvia","Dutch, German, English, Czech",Michal Hogenauer,"Michal Hogenauer, Jakub Felcman",Circle Films,"Eliska Krenkov·, Jacob Jutte, Monic Hendrickx, Roeland Fernhout, Jir‡≠ Rendl, Brian Caspe, Barbora Milotov·, Sigrid ten Napel, Matthijs Ijgosse, Elisa Beuger, Genio de Groot, Markuss Rainers Livins, Juris Bartkevics, Marta Grase, Maija Cipste",A young au pair meets a radical family community while working abroad and gets lost in the new world presented to her.,6.1,328,NA,NA,NA,NA,4,11,6.1,84.58124,610,2010 - 2020
21859,tt0088896,L'oggetto del desiderio,A Certain Sacrifice,1979,1985,"Crime, Drama, Music",60,USA,English,Stephen Jon Lewicki,"Stephen Jon Lewicki, Jeremy Pattnosh",Cine Cine Productions Inc.,"Jeremy Pattnosh, Madonna, Charles Kurtz, Kate Magill, Timmy Leight, Michael Dane, Russell O. Lome, Angi Smit, Joseph Pattnosh, Ann Pattnosh, John Joseph Pattnosh, Chuck Varesko, Karl Ludwig Selig, Ed Krakaur, Charles Daguerre AlvarÈ",A street-wise teen gets herself in a series of circumstances and mishaps in her meaningless existence.,2.7,653,"$20,000 ",NA,NA,NA,19,6,2.7,40.07211,270,1970 - 1980
9457,tt0051466,Un certo sorriso,A Certain Smile,1958,9/19/1958,Drama,104,USA,English,Jean Negulesco,"Frances Goodrich, Albert Hackett",Twentieth Century Fox,"Rossano Brazzi, Joan Fontaine, Bradford Dillman, Christine CarËre, Eduard Franz, Katherine Locke, Kathryn Givney, Steven Geray, Johnny Mathis, Trude Wyler, Sandy Livingston, Renate Hoy, Muzaffer Tema","Dominique, a law student at the Sorbonne, is engaged to a fellow classmate. Unfortunately, she's more attracted to his philandering Uncle Luc, who's married to the charming Francoise. Dominique and Luc begin a tawdry affair.",5.9,238,NA,NA,NA,NA,7,2,5.9,81.23164843,590,1950 - 1960
18293,tt0076960,Autopsia di un mostro,¿ chacun son enfer,1977,2/2/1977,"Drama, Mystery",105,"France, West Germany",French,AndrÈ Cayatte,"AndrÈ Cayatte, AndrÈ Cayatte",Cannes Production,"Annie Girardot, Hardy Kr¸ger, Bernard Fresson, StÈphane Hillel, Fernand Ledoux, Edith Scob, Astrid Frank, Anne-Marie Hanschke, Leila FrÈchet, FranÁois Perrot, Jacques Zanetti, Roger Miremont, Marius Laurey, Jean-Louis LescËne, Florence Giorgetti","A mother discovers that ,after the worst (her daughter is kidnapped,then killed) ,there can be something even worse.",7,147,NA,NA,NA,NA,5,1,7,98.02026,700,1970 - 1980
13423,tt0062787,Mille frecce per il re,A Challenge for Robin Hood,1967,1968,Adventure,96,UK,English,C.M. Pennington-Richards,Peter Bryan,Hammer Films,"Barrie Ingham, James Hayter, Leon Greene, Peter Blythe, Gay Hamilton, Alfie Bass, Jenny Till, John Arnatt, Eric Flynn, John Gugolka, Reg Lye, William Squire, Donald Pickering, Eric Woofe, John Harvey","Robin, a young Norman nobleman, is falsely accused by his cousin of murdering another cousin. His accuser is actually in league with the corrupt Sheriff of Nottingham to seize control of ...",5.6,467,NA,NA,NA,NA,15,12,5.6,81.12738099,560,1960 - 1970
19339,tt0080515,In amore si cambia,A Change of Seasons,1980,12/1/1980,"Comedy, Drama",102,USA,English,"Richard Lang, Noel Black","Erich Segal, Martin Ransohoff",Film Finance Group,"Shirley MacLaine, Anthony Hopkins, Bo Derek, Michael Brandon, Mary Beth Hurt, Edward Winter, Paul Regina, K Callan, Rod Colbin, Steve Eastin, Christopher Coffey, Albert CarriËre, Billy Beck, Blake Harris, Karen Philipp",Marriage takes a sour turn when a middle-aged husband falls for a young and sexy woman. Things get even more complicated when his wife starts a hot affair with a young lover of her own.,5.3,875,NA,"$16,400,000 ",NA,NA,15,12,5.3,74.75322,530,1980 - 1990
3515,tt0032333,A Child Is Born,A Child Is Born,1939,1/6/1940,Drama,79,USA,English,Lloyd Bacon,"Mary M. Axelson, Robert Rossen",Warner Bros.,"Geraldine Fitzgerald, Jeffrey Lynn, Gladys George, Gale Page, Spring Byington, Johnnie Davis, Henry O'Neill, John Litel, Gloria Holden, Johnny Downs, Eve Arden, Fay Helm, Louis Jean Heydt, Nanette Fabray, Jean Sharon","A maternity ward, staffed by sympathetic nurses, serves mothers-to-be from all walks of life. These include a happy mother of a large family; a secretly-married teenager who thinks their ...",6.1,146,NA,"$40,500 ",NA,NA,4,1,6.1,88.92071976,610,1930 - 1940
11412,tt0056930,Gli esclusi,A Child Is Waiting,1963,5/11/1963,Drama,102,USA,English,John Cassavetes,"Abby Mann, Abby Mann",Stanley Kramer Productions,"Burt Lancaster, Judy Garland, Gena Rowlands, Steven Hill, Paul Stewart, Gloria McGehee, Lawrence Tierney, Bruce Ritchey, John Marley, Bill Mumy, Elizabeth Wilson","Psychologist Dr. Matthew Clark is the head of the Crawthorne State Training Institute, one of the first boarding schools for developmentally challenged children. Dr. Clark is sympathetic ...",7.2,2460,NA,NA,NA,NA,46,26,7.2,102.3561018,720,1960 - 1970
83072,tt7709804,A Child's Voice,A Child's Voice,2018,6/6/2018,"Drama, Horror, Mystery",82,USA,English,Edgar Michael Bravo,Edgar Michael Bravo,No Restrictions Entertainment,"Joey Burke, Angela Mavropoulos, Joseph Lopez, Jalen Vasquez, Kristian Pierce, Jonathan Matthew Wilson, Adam Michael Jordan, Ayvah Jordan Vasquez, Bailey Brenner, Sandra Murrillo, Keelan Aponte, Brian Dao, Christian Flores, Mikaela Gibbs, Erica Haas",(Supernatural Thriller) A homeless teen answers the voice of a child calling out for help and is sent on a journey to find a human trafficking network run by the child's killer.,5.1,204,NA,NA,NA,NA,20,8,5.1,69.7364,510,2010 - 2020
